X6.azauracil.50ug.mL.3	Cadmium_Chloride.75uM.2	Caffeine.15mM.2	Cobalt_Chloride.2mM.2	Congo_Red.75ug.mL.3	Copper_Sulfate..1	Diamide.1.5mM.3	EGTA.5mM.3	EtOH..1	EtOH_Glucose..1	Fluconazole.100uM.2	Formamide.2..2	Fructose..1	Galactose..1	Glycerol..1	Lactate..1	Lithium_Chloride.100mM.2	Magnesium_Chloride..1	Maltose..1	Manganese_Sulfate..1	Mannose..1	Methotrexate.0.4mM.2	Neomycin.5mg.mL.2	Paraquat.0.75mM.3	Raffinose..1	SDS.0.075..3	Sorbitol.1.5M.2	Sucrose..1	Trehalose..1	Tunicamycin.3uM.3	Xylose..1	YNB..1	YNB.ph3.1	YNB.ph8.1	YPD..1	YPD.15.1	YPD..2	YPD..3	YPD.37.1	Zeocin.25ug.mL.3
2.17797221015246	2.08032339132081	2.3427799890968	2.13317842294139	2.96462383456166	2.58272892069531	2.2475656813244	2.50017248236944	3.54675078007981	3.28870832471987	2.01061094133229	2.29772617949405	3.10211527575568	2.27368812376968	1.96982282536921	2.40055658259128	2.27268842238465	3.04834958524662	3.03129602100673	2.83105689686028	2.79040973132218	1.75851585124804	2.75187196291342	2.25538324632673	2.95110578238664	2.46233659203862	2.37280731545436	3.58320450109961	2.49525024324141	2.9703680975358	3.32190881996593	3.52373320712296	3.50514852449288	3.35934735306324	3.39280272394899	2.74051947848211	3.0725821169013	2.11408693439739	4.50688342762007	2.65103752068815
3.29483661348403	1.82399550743279	3.85221031911383	2.56882852220284	2.37958767099443	2.19503011942505	2.99210978086123	2.60604102755987	1.62769524921521	2.92706155385096	2.18591179161799	2.02006320144556	2.24850762515029	2.56273212605387	2.42137349605144	3.36767155157874	2.42206245583541	2.44437367127103	2.95797586474359	2.50500424814383	2.99353815956804	2.13636890097755	3.35295738413663	3.24104078909691	2.23264163133535	3.09843633747745	1.80758756251642	2.64991212459751	2.30640016395713	3.22848732476452	2.44128520189257	2.87708000775311	2.88763604415656	2.28914080379222	2.54146640642086	2.91119625680891	2.62001098802708	2.66235095264162	2.41209839215288	2.62801561645237
2.30600789131704	1.81846491254042	2.41467960951378	3.39670578397231	2.34466327695125	2.07993177593863	2.52144070688905	2.593914787862	3.09109739877518	1.88937298526303	2.55199833124716	1.90694249679277	2.31311631772283	2.76543892685624	3.14791811900439	3.65099481390044	2.56110030909707	1.78679376440825	3.37990941291111	1.68099180521058	2.56920561818687	2.34964652185926	3.41593028606223	2.67426061009032	2.96510429168068	3.85272620419632	2.44839935002678	1.94360689557768	4.13729309469146	2.86661129214839	3.32199703782426	1.84164299241956	3.28728705810398	2.42866494742823	2.15906094318302	1.84658496847073	2.17667827967388	1.93066316360524	2.51400059487842	2.40626613435396
1.89554299812727	2.38175606089909	2.42881112158224	2.59770101952454	2.70545270584436	3.24849059159901	1.95479576485371	2.28356886223822	2.55516798891608	2.7643952275875	3.54449386386727	3.57640881867774	2.53652355812613	3.24248546371735	3.64422777484709	2.51793985906339	2.62750700373438	3.41920344052681	3.30547464449195	2.86096181982582	2.83443936744132	2.10262905975263	2.29608455976861	3.15458982063349	2.42528209492698	2.93469257101572	1.59149097337231	2.27480706203574	2.75944609581272	2.17828525395543	2.81561625436428	3.23446237471023	2.86184466520801	1.94137877168988	2.63050585765942	2.63977240300558	2.42477196046358	2.28109561592373	2.65819444700623	1.92489999675982
1.95755353004901	3.91250504659319	2.32502909950368	2.63139313961916	2.01792640286586	1.7556717916134	2.07722065865245	2.55652364539123	2.78614922601215	2.09016664154004	2.40358319693334	1.82881258719588	2.09857882389976	2.51376443867668	2.05076982374734	2.50653763914588	2.04144872789364	2.25302276799503	3.01718840655455	2.64367650545135	2.01940061435545	2.07403412027707	2.77467595002078	2.35492869648742	1.91366792180641	2.78106235179626	3.45891426784178	2.44584017417604	1.66043747352096	3.32452045519253	1.99001845611774	1.88610699428721	2.85029385094941	2.5140384148569	2.23405766977003	2.36223746650435	2.78869511198689	2.03201876810991	2.17977734632394	3.50174739840412
2.68990997506943	3.25259225732328	3.03813572132055	2.34535763290746	2.72536038720272	1.882775570754	2.59727120163173	2.38666195790797	2.41395746580153	2.09859256455393	2.25220602398833	1.98106824714564	1.64496218887144	1.94945719191573	3.00585971959881	2.05516306699676	1.94907951497001	1.90468409011798	2.85185739842475	2.88936443610385	1.86852449193063	2.25989193609155	3.85339839878458	3.01799424158647	2.24945963411303	3.15226540636092	2.35214855719208	2.32451975769577	2.51405916820161	3.01968431402093	3.01971077381146	2.59450393851256	2.31552238267957	1.73085306812184	1.96396134066369	2.65432280011275	2.60651241474897	1.83902084899262	2.50684359936683	2.28701953783159
3.01766794902502	2.96903777503146	4.31240180719424	5.27536052677195	3.2479948860253	4.14385961174345	3.76743341311511	2.51552827934892	2.96510292597226	3.61221881532824	2.96859674761904	4.52164030936776	2.8730587460895	2.90735112810179	2.34077882374894	4.88886247976641	3.07748868217757	3.10740477566445	3.42679699901013	2.98573963294028	3.10104706688366	2.93588894912359	2.29390572981017	2.67052038714938	3.62901308193413	4.22087791081495	2.59276652202704	3.3145495601117	3.08212635665976	2.98410529837463	3.70907786638939	3.14641301170949	2.00750258025266	2.33771360385474	2.77658728053419	2.2825925530185	3.79869275103297	3.75727337652707	2.40565209934071	2.13243672861319
2.73046300162708	2.17568355586942	3.29553912107014	2.94207350994363	2.78159585086738	2.15583767007892	2.10660281564449	2.40480135025257	3.90800603155239	2.78950798425257	2.19323742735651	2.31944607760801	2.35215519448677	2.18752497872292	2.55395852859807	4.54121913089797	2.63375339916171	3.10560643232715	3.40892939355661	3.71531761795166	2.52717414168499	3.69233293536631	2.10659997854832	1.81242022862325	3.93560525338428	1.92950876612146	2.4198584399394	1.9736479315892	3.88940316022818	2.16420780055437	3.05862194344775	2.87637991641524	2.13907665062689	2.37137027225163	2.11335813999123	2.47729456013218	2.06875489128992	2.47940384932397	2.52363122879586	2.62715797889115
4.25545810812464	2.87904033145468	2.56146617762604	1.67784248301584	5.19383328070569	3.72330715964421	4.28398391689711	2.40381476331594	3.6347194096051	4.85715017073458	1.95894475472129	2.52732594408515	4.35272558660501	4.69143894609525	2.64020577372961	3.64666148744426	3.92421789319839	4.44152894821648	2.94349064802336	1.81286492849787	3.99810048694136	2.6312322908998	3.24547680106899	4.58904594288932	4.35275621989198	3.16918030153666	2.10736598053566	4.26192188894093	2.81937999806227	4.00116839521286	3.26610525011939	3.06327007884908	2.19556948879608	2.55411293917549	4.48374603164698	2.97812781123234	4.71905280512377	4.91169629298476	1.74757554449219	2.04568937461582
1.91358405893508	1.94698664226737	2.8695787082192	2.7371251856254	2.00769623486402	2.70370572152478	1.84707315949801	2.10440856483799	3.09576515787942	2.28409191775615	2.39477268439856	1.98439013883183	2.22388176136951	2.60965653552589	3.28468949493594	2.7038941141133	2.32083993199273	2.55101886879659	2.3355416510309	3.07823610104648	3.12182812657932	2.90282343176229	3.58996855376544	2.07969541563508	2.85893807341124	2.18717682675063	2.28716897143997	2.75633339340252	2.08420461718053	4.67673446147997	2.15621699539964	2.77803027707152	2.49800869250892	2.49117478305241	2.89335800688604	2.91382441463118	2.55121328551956	1.87416476076222	1.87184521336114	2.206250579995
