A	B	intercept
-0.153113952103362	0.153113952103362	-0.0314863126083438
-0.153113952097544	0.153113952097544	-0.0314863126083438
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097539	0.153113952097539	-0.0314863126083438
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083438
-0.153113952097538	0.153113952097538	-0.0314863126083438
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083438
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097539	0.153113952097539	-0.0314863126083439
-0.153113952097545	0.153113952097545	-0.0314863126083441
-0.153113952097539	0.153113952097539	-0.0314863126083438
-0.153113952097539	0.153113952097539	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.153113952097538	0.153113952097538	-0.0314863126083439
-0.15311395209754	0.15311395209754	-0.0314863126083438
-0.153113952133148	0.153113952133148	-0.0314863126061807
-0.15311420447279	0.15311420447279	-0.0314862972772039
-0.15492124344649	0.15492124344649	-0.0312878409521219
-0.154921271048497	0.154921271048497	-0.0312878350378897
-0.154921271059214	0.154921271059214	-0.0312878350355933
-0.154921271059215	0.154921271059215	-0.0312878350355929
-0.154921271059213	0.154921271059213	-0.0312878350355932
-0.154921271046929	0.154921271046929	-0.0312878350367413
-0.15492126626123	0.15492126626123	-0.0312878354840294
-0.151308133732782	0.151308133732782	-0.0315021936972362
-0.151308110275508	0.151308110275508	-0.0315021945436425
-0.151308182618713	0.151308182618713	-0.0315022032360369
-0.152943399980051	0.152943399980051	-0.0317959384728257
-0.152943388648816	0.152943388648816	-0.0317959435507431
-0.152943388648793	0.152943388648793	-0.0317959435507537
-0.152943388648793	0.152943388648793	-0.0317959435507537
-0.152943388648793	0.152943388648793	-0.0317959435507537
-0.15294338867304	0.15294338867304	-0.0317959435498088
-0.152943501533573	0.152943501533573	-0.0317959391523948
-0.155180853860951	0.155180853860951	-0.0316319548903397
-0.155180973056894	0.155180973056894	-0.0316319386941012
-0.155180951517653	0.155180951517653	-0.0316319432870326
