A	B	intercept
0.00619678798199935	-0.00619678798199935	-0.0572576250085272
0.00619678798176413	-0.00619678798176413	-0.0572576250085277
0.00619678798176358	-0.00619678798176358	-0.0572576250085274
0.00619678798176363	-0.00619678798176364	-0.0572576250085274
0.00619678798176366	-0.00619678798176366	-0.0572576250085274
0.00619678798176362	-0.00619678798176362	-0.0572576250085274
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176362	-0.00619678798176362	-0.0572576250085274
0.00619678798176362	-0.00619678798176362	-0.0572576250085274
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176363	-0.00619678798176362	-0.0572576250085274
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176363	-0.00619678798176362	-0.0572576250085274
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176362	-0.00619678798176362	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176369	-0.00619678798176369	-0.0572576250085274
0.00619678798176388	-0.00619678798176387	-0.0572576250085276
0.00619678798176354	-0.00619678798176354	-0.0572576250085272
0.00619678798176366	-0.00619678798176367	-0.0572576250085274
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176362	-0.00619678798176362	-0.0572576250085275
0.0061967879817636	-0.0061967879817636	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176362	-0.00619678798176362	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176362	-0.00619678798176362	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176362	-0.00619678798176362	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
0.00619678798176361	-0.00619678798176361	-0.0572576250085275
