id,RANDOM_PHENO
A01_01,3.61783733974607
A01_02,-0.960568414630874
A01_03,3.8104158769423
A01_04,3.6451346585854
A01_05,1.17387142629243
A01_06,-4.45725268147205
A01_07,-2.6958751084575
A01_08,-0.869780579219035
A01_09,-0.0373141701711336
A01_10,6.90704095389013
A01_11,2.17919258607416
A01_12,-2.32262270284558
A01_13,-3.32706727941814
A01_14,-0.854629910926247
A01_15,-0.882729602650192
A01_16,-1.20625045854636
A01_17,0.705949689575748
A01_18,-2.59029926037365
A01_19,1.23449245843132
A01_20,-3.58601314917167
A01_21,-0.666808693592997
A01_22,1.06656733746912
A01_23,0.363439271554208
A01_24,2.29614868188308
A01_25,-0.18522214580367
A01_26,1.43018156665748
A01_27,3.10737246664426
A01_28,-2.01131805038967
A01_29,-3.72159439548266
A01_30,0.113917708070834
A01_31,-0.699763189566001
A01_32,-1.58474518667725
A01_33,-1.26905417231473
A01_34,-1.89180899731609
A01_35,2.07304974439573
A01_36,3.29792687267322
A01_37,2.83768753022879
A01_38,-1.25811452094923
A01_39,3.54682083976824
A01_40,-0.825488034277258
A01_41,5.04377118897184
A01_42,1.59479490981289
A01_43,-1.32515723528505
A01_44,-2.41779288107051
A01_45,-3.38155666005298
A01_46,-3.09063616247446
A01_47,-4.52591204225486
A01_48,3.31125207030721
A01_49,2.37640571301292
A01_50,-0.675626791640033
A01_51,0.746035290470238
A01_52,-1.10596924200956
A01_53,7.01280502341386
A01_54,-2.31204915459474
A01_55,-0.178799592083018
A01_56,0.699951144035584
A01_57,1.76044276413236
A01_58,-0.518022652320691
A01_59,-6.4276944270263
A01_60,-3.66113727914315
A01_61,1.01278894578564
A01_62,-0.0525208232937822
A01_63,-2.73068338555386
A01_64,-0.354388661639514
A01_65,-2.36860146637095
A01_66,0.677255298633244
A01_67,-4.12636825522527
A01_68,1.03356717298045
A01_69,0.694970881996309
A01_70,0.167394345186041
A01_71,0.0344899311388764
A01_72,0.720685658880019
A01_73,-1.89047922951217
A01_74,-0.364021020771725
A01_75,1.89265752039304
A01_76,3.15116249829716
A01_77,0.393502564160576
A01_79,-0.359943971611963
A01_80,-2.64834290189553
A01_81,-4.16234539523845
A01_82,-2.31709203121302
A01_83,3.59227971948104
A01_84,2.20382122593507
A01_85,-0.653117567918205
A01_86,-1.24456580868439
A01_87,-1.22776920958907
A01_88,2.85159253047471
A01_89,-0.815207996521235
A01_90,3.59785644904291
A01_91,1.84235196984821
A01_92,3.72258378541486
A01_93,-2.53654315148543
A01_94,0.00341740013088719
A01_95,-2.55846623225822
A01_96,1.69710666886456
A02_01,0.324204116401153
A02_02,-0.833634258795508
A02_03,4.17396330183084
A02_04,0.639100016524082
A02_05,2.85031645455362
A02_06,2.23181563133156
A02_07,-2.25857111730532
A02_08,-1.79534903090859
A02_09,0.113497462402554
A02_10,-3.27730933766376
A02_11,1.64081179185258
A02_12,-3.71050287619505
A02_13,4.66216972353748
A02_14,-1.46319218132678
A02_15,4.81442883961637
A02_16,-1.20915751725637
A02_17,-2.82183064812099
A02_18,0.0524282364707055
A02_19,0.058456582372868
A02_20,-4.86125916434423
A02_21,3.0151280542168
A02_22,-3.24623323031956
A02_23,0.946204816163667
A02_24,1.40479384687196
A02_25,0.377026939700735
A02_26,-0.362935652909954
A02_27,0.54882380022809
A02_29,-3.09957331589962
A02_30,-2.33473421972937
A02_31,-3.22942572876808
A02_32,4.53150143456336
A02_33,4.2944754146299
A02_34,0.735975214257023
A02_35,-3.57265343951728
A02_36,-0.0314265027335857
A02_37,4.33438702857785
A02_38,-1.39117273549597
A02_39,2.27807613393623
A02_40,-2.82677360625038
A02_41,1.96536461486256
A02_43,-2.77444518543397
A02_44,-3.569213151795
A02_45,-2.77747820994193
A02_46,-2.52651956264772
A02_47,-2.64434502127274
A02_48,2.11489747580996
A02_49,0.176680732215349
A02_50,-0.953416094911652
A02_51,-3.15088440169926
A02_52,-2.94756236664389
A02_53,-2.23268144018577
A02_54,-3.24658170281623
A02_55,-1.31187671321633
A02_56,1.33836037292704
A02_57,-3.42166018717481
A02_58,4.21507073322253
A02_59,-3.79886564133427
A02_60,-0.298784743566939
A02_61,6.80639855936396
A02_62,2.54517119775462
A02_63,-0.747231833770354
A02_64,-2.51494059216812
A02_65,1.65771508497973
A02_66,-0.0567958075825167
A02_67,-1.10064533041336
A02_68,0.895120926332975
A02_69,-1.42893465033032
A02_70,7.63882130728687
A02_71,4.82013603694395
A02_72,2.22526091342768
A02_73,2.03412715242886
A02_74,-1.58472698498652
A02_75,2.5312039481271
A02_76,-1.02499077146778
A02_77,-2.92487652774926
A02_78,5.40469783482973
A02_79,-2.69703914947704
A02_80,-0.868270969316185
A02_81,-1.79235386565445
A02_82,-2.74919832671704
A02_83,1.7049317736629
A02_84,-4.41019153763486
A02_85,-0.614723930080633
A02_86,-1.67522834593575
A02_87,-4.02572909548138
A02_88,-0.223569640509807
A02_89,-1.26205113958705
A02_90,-1.72688406207067
A02_91,2.80586947882779
A02_92,1.51315756046513
A02_93,-0.281300702489482
A02_94,0.430145683700513
A02_95,-2.14487374031953
A02_96,-0.600757562870141
A03_01,3.15464125196336
A03_02,-0.0689503684434647
A03_03,0.445409484203854
A03_04,5.81258258826694
A03_05,-2.04802283214226
A03_06,2.74731724111914
A03_07,5.13763892739239
A03_08,-3.0865295752728
A03_09,0.0301112989540051
A03_10,-1.14401510639211
A03_11,-1.43477471999711
A03_12,-3.0333828035534
A03_13,-2.60265902575382
A03_14,3.63637028584546
A03_15,1.6901402816436
A03_16,2.21388196497255
A03_17,4.46604197504157
A03_18,-1.0734115984339
A03_19,2.33177749189404
A03_20,-0.195386227216353
A03_21,-1.46515620299899
A03_22,2.64726205298353
A03_23,0.0857173634189949
A03_24,-3.09239238344547
A03_25,-0.707685278381994
A03_26,4.28699837740658
A03_27,3.35625732432811
A03_28,-4.22031335254533
A03_29,0.253155262315317
A03_30,2.42140026475243
A03_31,-4.70044849162705
A03_32,4.03733305805935
A03_33,-1.58149575832946
A03_34,0.782126275959224
A03_35,-0.579529229475216
A03_36,4.52016912244612
A03_37,-4.27171112507386
A03_38,-0.437311359522761
A03_39,-3.11777380019516
A03_40,1.15053928783506
A03_41,6.40174378331895
A03_42,-4.38392319387591
A03_43,-0.198476484668839
A03_44,-0.444982186891183
A03_45,4.42058798744629
A03_46,-2.84939819280795
A03_47,1.40992890807303
A03_48,4.86816091360814
A03_49,-0.771873214769488
A03_50,-2.05445988031366
A03_51,-0.485049933297437
A03_52,1.42359524740878
A03_53,-2.94067892738091
A03_54,4.63135752776182
A03_55,-0.00444470195342297
A03_56,-8.38963313875862
A03_57,-3.21041039661177
A03_58,4.43779852418434
A03_59,-2.83492038900316
A03_60,-0.313127736334765
A03_61,0.102175088132798
A03_62,-4.62079964346391
A03_63,1.39376434791303
A03_64,1.19392855718722
A03_65,5.37796631811644
A03_66,2.95970811593426
A03_67,0.214994142003056
A03_68,-0.258447785810794
A03_69,1.72538172550084
A03_70,-2.57733205552692
A03_71,0.28301701148961
A03_72,0.995922515671538
A03_73,1.56496897335005
A03_74,-3.28867532382832
A03_75,4.19229532590068
A03_76,2.0020797643711
A03_77,7.20221893211842
A03_78,-5.46581515138757
A03_79,-1.71993347768268
A03_80,-4.96013291130894
A03_81,-1.23358243108453
A03_82,0.872809642941898
A03_83,4.88435977239794
A03_84,-1.29807849109557
A03_85,-3.47382422719075
A03_86,-0.906255036542062
A03_87,1.76854091589157
A03_88,0.503356089341135
A03_89,3.77757759775733
A03_90,-0.881848588420229
A03_91,-4.76918046222275
A03_92,2.72054173040802
A03_93,-3.22757561663728
A03_94,1.75676428706117
A03_95,1.45866212305619
A03_96,1.04370237824844
A04_01,4.94579231595709
A04_02,-0.614595912694463
A04_03,-3.80685903835311
A04_04,0.162168015219332
A04_05,-0.689019740176958
A04_06,1.80889217510429
A04_07,4.68866597494909
A04_08,-5.23044096117241
A04_09,-0.636898628849499
A04_10,0.182023806709752
A04_11,1.56299352264015
A04_12,-2.02822851231983
A04_13,1.104510597939
A04_15,1.07813620805332
A04_16,-0.0563447129554581
A04_17,-0.379192866805092
A04_18,4.20495159452132
A04_19,1.92087081558419
A04_20,5.61570809255342
A04_21,-0.795798837065565
A04_22,-3.60621768644379
A04_23,-1.16070830520725
A04_24,0.259897969650644
A04_25,-0.70748532962234
A04_26,-1.2071640833332
A04_27,-4.56462078122802
A04_28,-2.31762953506704
A04_29,-3.17892702598027
A04_30,0.867529892717797
A04_31,0.97264613225836
A04_32,4.41498454996792
A04_33,-0.970020400175912
A04_34,2.71158444469889
A04_35,-1.40142122541033
A04_36,-4.3850461587504
A04_37,1.23118901018884
A04_38,-1.51746990603575
A04_39,-2.4250406496629
A04_40,-2.20057998799496
A04_41,3.11813040093949
A04_42,4.50943674040849
A04_43,2.8814898352717
A04_44,-0.80765974506772
A04_45,-3.79384972454317
A04_46,0.620529960306409
A04_47,3.18707117346595
A04_48,2.3918110468556
A04_49,0.88541502602865
A04_50,0.619505029256581
A04_51,-2.45113176399303
A04_52,1.25789179202846
A04_53,0.140050832277505
A04_54,0.175127473933984
A04_55,-0.602545311354711
A04_56,-3.35690909687568
A04_57,-1.72837610936319
A04_58,2.18631412763299
A04_59,0.0914517252530302
A04_60,0.0214979579454021
A04_61,-0.557473148292528
A04_62,4.01436442042821
A04_63,0.0325573127745147
A04_64,0.69722772854299
A04_65,0.409201717205269
A04_66,-2.79574731774616
